,Make,Model,Variant,Ex_Showroom_Price,Launch_year,Purchased_Month,Distribution_chanel,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Sales_per_year_in_lakhs,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Ker_Weight,Gears,Ground_Clearance,Front_rakes,Rear_rakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,horsepower,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelase,Wheels_Size,Start_/_Stop_utton,12v_Power_Outlet,Audiosystem,Aux-in_Compatiility,Average_Fuel_Consumption,asic_Warranty,luetooth,oot-lid_Opener,oot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Diing_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-elt_in_Middle_Rear_Seat,Amient_Lightning,Cargo/oot_Lights,Drive_Modes,Engine_Ioilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-elt_Reminder,Seat_ack_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,AS_(Anti-lock_raking_System),Headlight_Reminder,Adjustale_Headrests,Gross_Vehicle_Weight,Airags,Door_Ajar_Warning,ED_(Electronic_rake-force_Distriution),Fasten_Seat_elt_Warning,Gear_Shift_Reminder,Numer_of_Airags,Compression_Ratio,Adjustale_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,US_Compatiility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EA_(Electronic_rake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatiility,ESP_(Electronic_Staility_Program),Cooled_Glove_ox,Recoended_Tyre_Pressure,Heated_Seats,Turocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlam,Engine_Type,ASR_/_Traction_Control,Cruise_Control,US_Ports,Heads-Up_Display,Welcome_Lights,attery,Electric_Range
294,Audi,S5,Sportack,"Rs. 72,43,000",2009,March,Showroom,2995 cc,6,4,AWD (All Wheel Drive),V,S IV,"Front, Longitudinal",Injection,1.11,58 litres,Petrol,1384,4718,1843,Sedan,4,12 km/litre,,13.57 km/litre,,1790 kg,7,,Ventilated Disc,Ventilated Disc,S sport suspension,S sport suspension,1588,1575,245/40R18,245/40R18,Electro-Hydraulic,All Windows,Yes,Smart Key,333,500Nm1370-4500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2811,245/40R18,Yes,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2230 kg,"Rear passenger side airags, Driver head airag, Front passenger head airag, Drive side airag, Rear passenger head airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag",Yes,Yes,Yes,Yes,10,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
314,Audi,Rs5,Coupe,"Rs. 1,11,41,200",2014,January,Showroom,2894 cc,8,4,AWD (All Wheel Drive),In-line,S IV,"Front, Transverse",Injection,3.7,58 litres,Petrol,1200,4649,,Coupe,2,19 km/litre,,10.8 km/litre,,1770 kg,7,160,Ventilated Disc,Ventilated Disc,"Five-link front suspension, upper and lower wishones, tuular anti-roll ar","trapezoidal-link rear suspension with resiliently mounted suframe, anti-roll ar",1586,1582,265/35R19,265/35R19,Electric Power,Only Front Windows,Yes,Smart Key,450,600Nm1900-5000rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,,265/35R19,Yes,Yes,DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,465 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,3rd/4th year( regardless of its mileage),Yes,"With Remote, Internal",Analog,Automatic,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,4 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,2155  kg,"Front passenger head airag, Drive side airag, Rear passenger head airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
321,Audi,Q8,55 Tfsi Quattro Tiptronic,"Rs. 1,33,59,500",2016,March,Showroom,2995 cc,4,4,AWD (All Wheel Drive),V,S 6,"Front, Longitudinal",Injection,4,85 litres,Petrol,1740,5052,1968,SUV,5,19 km/litre,,,,2115 kg,8,200,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,,,275/50 R20,275/50 R20,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,340,500Nm1370rpm,Digital,"Analog, Digital",Analog,Yes,7,Leather,Automatic,2994,275/50 R20,Yes,Yes,DVD Player with US & Aux-in,Yes,Yes,2 Years Warranty,Yes,With Remote,605 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,With Remote,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Yes,"Normal, Comfort, Eco, Sport, Power Mode",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2830 kg,"Driver head airag, Front passenger head airag, Drive side airag, Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,"Roller cam follower, continuous intake and exhaust camshaft adjustment, hydraulic valve-play compensation / 2/2 inlet/exhaust valves per cylinder",Yes,Yes,,Yes,Yes,,
330,Audi,A8 L,55 Tfsi Quattro,"Rs. 1,56,00,000",2013,Octoer,Showroom,2995 cc,8,4,AWD (All Wheel Drive),V,S 6,"Front, Longitudinal",Injection,3.454,82 litres,Petrol,1485,5302,1945,Sedan,4,12 km/litre,,,,2030 kg,8,,Ventilated Disc,Ventilated Disc,Five-link front axle; tuular anti-roll ar air spring suspension,Five-link rear axle tuular anti-roll ar; air spring suspension,1644,1633,255/45 R19,255/45 R19,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,340,500Nm1370rpm,Digital,"Analog, Digital",Analog,Yes,4,Leather,Automatic,3128,255/45 R19,Yes,Yes,DVD Player with US & Aux-in,Yes,Yes,2 Years Warranty,Yes,"Internal, With Remote",505 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,6.35 meter,Yes,Driver & Front Passenger,,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Yes,"Normal, Comfort, Eco, Sport, Power Mode",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver head airag, Drive side airag, Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,,
341,Audi,R8,V10 Plus,"Rs. 2,72,45,000",2013,Octoer,Showroom,5204 cc,10,4,AWD (All Wheel Drive),V,S IV,"Mid, Longitudinal",Injection,3.22,75 litres,Petrol,1252,4440,2029,Coupe,2,7.8 km/litre,7.8 km/litre,6.71 km/litre,,1670 kg,7,110,Ventilated Disc,Ventilated Disc,Doule wishone suspension,Doule wishone suspension,1638,1595,245/35R19,295/35R19,Electric Power,Only Front Windows,,Remote,610,560Nm6500rpm,Digital,Analog,Digital,Yes,2,Leather,Automatic,2650,245/35 R19,Yes,1,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,,Yes,With Remote,,Yes,Yes,Yes,Digital,Front,,,,,Yes,With Remote,Digital,Manual,Analog,Yes,5.9 meter,Yes,,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,,,1895 kg,"Driver curtain airag, Driver frontal airag, Front passenger frontal airag, Driver head airag, Front passenger side airag, Front passenger head airag, Drive side airag, Front passenger curtain airag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,,Yes,,Yes,,,,Only front,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,
785,Audi,Q5,35 Tdi Premium Plus,"Rs. 50,21,200",2012,June,Showroom,1968 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,1.4,64 litres,Diesel,1608,4388,1831,SUV,5,12 km/litre,,16.9 km/litre,,1585 kg,7,170,Ventilated Disc,Ventilated Disc,"Mac Pherson type with coil spring, stailiser ar and doule acting shock asorer","Doule wishones, two-way adjustale V gas-hydraulic shock asorers, pushrod operated",1571,1575,235 / 60 R18,235 / 60 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,190,400Nm1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2603,235/60 R18,Yes,Yes,DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,Not Applicale,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2185 kg,"Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags, Curtain airags, Drive side airag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
786,Audi,Q5,35 Tdi Technology,"Rs. 56,21,200",2012,Decemer,Showroom,1968 cc,4,4,AWD (All Wheel Drive),In-line,S IV,"Front, Transverse",Injection,1.6,64 litres,Diesel,1608,4388,1831,SUV,5,12 km/litre,,15.73 km/litre,,1585 kg,7,170,Ventilated Disc,Ventilated Disc,"Mac Pherson type with coil spring, stailiser ar and doule acting shock asorer","Doule wishones, two-way adjustale V gas-hydraulic shock asorers, pushrod operated",1571,1575,235 / 60 R18,235 / 60 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,190,400Nm1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2603,235/60 R18,Yes,Yes,DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,Not Applicale,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2185 kg,"Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags, Curtain airags, Drive side airag",Yes,Yes,Yes,Yes,8,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
787,Audi,Q5,45 Tfsi Premium Plus,"Rs. 50,21,200",2012,January,Resale,1984 cc,6,4,AWD (All Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,1.2,70 litres,Petrol,1659,4663,1898,SUV,5,10 km/litre,,12.44 km/litre,,1955 kg,7,200,Ventilated Disc,Ventilated Disc,5 link independent steel spring,Trapezoidal link independent steel spring,,,235/60R18,235/60R18,Electric Power,All Windows,Yes,Smart Key,248,370 Nm  1600-4500 rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2807,235/60R18,Yes,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",550 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2205 kg,"Rear passenger side airags, Driver head airag, Drive side airag, Driver frontal airag, Curtain airags, Front passenger frontal airag, Front passenger side airag",Yes,Yes,Yes,Yes,8,16.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
788,Audi,Q5,45 Tfsi Technology,"Rs. 56,21,200",2012,January,Resale,1984 cc,6,4,AWD (All Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,1,70 litres,Petrol,1659,4663,1898,SUV,5,12 km/litre,,12.44 km/litre,,1955 kg,7,200,Ventilated Disc,Ventilated Disc,5 link independent steel spring,Trapezoidal link independent steel spring,,,235/60R18,235/60R18,Electric Power,All Windows,Yes,Smart Key,248,370 Nm  1600-4500 rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2807,235/60R18,Yes,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",550 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2205 kg,"Rear passenger side airags, Driver head airag, Drive side airag, Driver frontal airag, Curtain airags, Front passenger frontal airag, Front passenger side airag",Yes,Yes,Yes,Yes,8,16.5,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
812,Audi,Q7,45 Tdi Premium Plus,"Rs. 72,21,500",2015,Decemer,Franchise,2967 cc,6,4,AWD (All Wheel Drive),In-line,S IV,"Front, Transverse",Injection,3.4,75 litres,Diesel,1740,5052,1968,SUV,5,9.3 km/litre,12.6 km/litre,14.75 km/litre,,2330 kg,8,200,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679,1691,255/60R18,255/60R18,Electric Power,All Windows,Yes,Smart Key,249,600Nm1500-3000rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994,255/60R18,Yes,4,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airag, Drive side airag, Rear passenger head airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
813,Audi,Q7,45 Tdi Technology Pack,"Rs. 80,21,500",2015,Octoer,Resale,2967 cc,6,4,AWD (All Wheel Drive),In-line,S IV,"Front, Transverse",Injection,3.33,75 litres,Diesel,1740,5052,1968,SUV,5,9.3 km/litre,12.6 km/litre,14.75 km/litre,,2330 kg,8,200,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679,1691,255/55R19,255/55R19,Electric Power,All Windows,Yes,Smart Key,249,600Nm1500-3000rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994,255/55R19,Yes,4,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airag, Drive side airag, Rear passenger head airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
814,Audi,Q7,40 Tfsi Quattro Premium Plus,"Rs. 69,21,500",2015,August,Resale,1984 cc,6,4,AWD (All Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,2.3,75 litres,Petrol,1740,5052,1968,SUV,5,10 km/litre,,11.68 km/litre,,2330 kg,8,200,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679,1691,255/60R19,255/60R19,Electric Power,All Windows,Yes,Smart Key,252,370Nm1600-4500rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994,255/60R19,Yes,4,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airag, Drive side airag, Rear passenger head airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
815,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",2016,August,Resale,1984 cc,6,4,AWD (All Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,2.1,75 litres,Petrol,1740,5052,1968,SUV,5,10 km/litre,,,,2330 kg,8,200,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679,1691,255/55R19,255/55R19,Electric Power,All Windows,Yes,Smart Key,252,370Nm1600-4500rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994,255/55R19,Yes,4,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airag, Drive side airag, Rear passenger head airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,11.68 km/full charge
816,Audi,Q7,45 Tdi lack Styling,"Rs. 81,11,500",2007,March,Showroom,2967 cc,6,4,AWD (All Wheel Drive),In-line,S IV,"Front, Transverse",Injection,2.33,75 litres,Diesel,1740,5052,1968,SUV,5,9.3 km/litre,12.6 km/litre,14.75 km/litre,,2330 kg,8,200,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679,1691,255/55R19,255/55R19,Electric Power,All Windows,Yes,Smart Key,249,600Nm1500-3000rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994,255/55R19,Yes,4,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airag, Drive side airag, Rear passenger head airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
817,Audi,Q7,40 Tfsi Quattro lack Styling,"Rs. 77,11,500",2006,January,Showroom,1984 cc,6,4,AWD (All Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,1.3,75 litres,Petrol,1740,5052,1968,SUV,5,12 km/litre,,,,2330 kg,8,200,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1679,1691,255/55R19,255/55R19,Electric Power,All Windows,Yes,Smart Key,252,370Nm1600-4500rpm,Digital,Digital,Analog,2,7,Leather,Automatic,2994,255/55R19,Yes,4,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airag, Drive side airag, Rear passenger head airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,11.68 km/full charge
847,Audi,Rs7,Sportack,"Rs. 1,70,72,000",2007,January,Showroom,3993 cc,8,4,AWD (All Wheel Drive),In-line,S IV,"Front, Transverse",Injection,1.5,75 litres,Petrol,1419,5012,1911,"Sedan, Coupe",4,5.6 km/litre,9 km/litre,9.8 km/litre,,1995 kg,8,109,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1634,1625,275/35R20,275/35R20,Electric Power,All Windows,Yes,Smart Key,560,700Nm1750-5500rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,2915,275/35R20,Yes,Yes,DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",535 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11.9 meter,Yes,Driver & Front Passenger,,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,2505 kg,"Driver frontal airag, Driver head airag, Front passenger frontal airag, Front passenger head airag, Front passenger side airag, Drive side airag, Rear passenger head airags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
